,meastype,gas,unit,sector_number,category,classification,source,target,type,subcategory,region,tdetail,mmsys,IPCC2006,Reference 2006,IPCC1997,Reference 1997,option,measure,variableUID,,,
30335,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Anaerobic lagoon,Warm,,,Western Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
30349,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Burned for fuel or as waste,Cool,,,Western Europe,,,0,Table 10A.5,2,Table B.4,,Allocation by climate region,,,,
303510,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Burned for fuel or as waste,Temperate,,,Western Europe,,,0,Table 10A.5,2,Table B.4,,Allocation by climate region,,,,
30362,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Burned for fuel or as waste,Warm,,,Western Europe,,,0,Table 10A.5,2,Table B.4,,Allocation by climate region,,,,
30403,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Composting,Temperate,,,Western Europe,,,0,Table 10A.5,,,,Allocation by climate region,,,,
3041,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Composting,Warm,,,Western Europe,,,0,Table 10A.5,,,,Allocation by climate region,,,,
306410,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Digesters,Warm,,,Western Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
309410,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Warm,,,Western Europe,,,25.2,Table 10A.5,50,Table B.4,,Allocation by climate region,,,,
311510,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Other,Warm,,,Western Europe,,,2,Table 10A.5,8,Table B.4,,Allocation by climate region,,,,
328410,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,CH4 Emissions,,Cool,,,Western Europe,,,,,,,,Allocation by climate region,,,,
3304,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,CH4 Emissions,,Temperate,,,Western Europe,,,,,,,,Allocation by climate region,,,,
330910,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,CH4 Emissions,,Warm,,,Western Europe,,,,,,,,Allocation by climate region,,,,
332510,CLIMA,no gas,%,3.B.1.1,Other Cattle.Dairy cattle,CH4 Emissions,,Cool,,,Western Europe,,,,,,,Option C,Allocation by climate region,,,,
3326,CLIMA,no gas,%,3.B.1.1,Other Cattle.Dairy cattle,CH4 Emissions,,Temperate,,,Western Europe,,,,,,,Option C,Allocation by climate region,,,,
33272,CLIMA,no gas,%,3.B.1.1,Other Cattle.Dairy cattle,CH4 Emissions,,Warm,,,Western Europe,,,,,,,Option C,Allocation by climate region,,,,
333910,CLIMA,no gas,%,3.B.1.1,Other Cattle.Non-dairy cattle,CH4 Emissions,,Cool,,,Western Europe,,,,,,,Option C,Allocation by climate region,,,,
334010,CLIMA,no gas,%,3.B.1.1,Other Cattle.Non-dairy cattle,CH4 Emissions,,Temperate,,,Western Europe,,,,,,,Option C,Allocation by climate region,,,,
334110,CLIMA,no gas,%,3.B.1.1,Other Cattle.Non-dairy cattle,CH4 Emissions,,Warm,,,Western Europe,,,,,,,Option C,Allocation by climate region,,,,
334710,CLIMA,no gas,%,3.B.1.1,Other cows,CH4 Emissions,,Cool,,,Western Europe,,,,,,,Option C,Allocation by climate region,,,,
335010,CLIMA,no gas,%,3.B.1.1,Other Mature Cattle,Tier 2,Pasture  range and paddock,Cool,,,Western Europe,,,32,Table 10A.5,38,Table B.4,Option B,Allocation by climate region,,,,
335610,CLIMA,no gas,%,3.B.1.1,Other Mature Cattle,Tier 2,Solid storage and dry lot,Cool,,,Western Europe,,,39,Table 10A.5,0,Table B.4,Option B,Allocation by climate region,,,,
334810,CLIMA,no gas,%,3.B.1.1,Other Mature Cattle,Tier 2,Liquid system,Cool,,,Western Europe,,,25.2,Table 10A.5,50,Table B.4,Option B,Allocation by climate region,,,,
339110,CLIMA,no gas,%,3.B.1.1,Other Mature Cattle,CH4 Emissions,,Cool,,,Western Europe,,,,,,,Option B,Allocation by climate region,,,,
340010,CLIMA,no gas,%,3.B.1.1,Suckler Cows,CH4 Emissions,,Cool,,,Western Europe,,,,,,,Option C,Allocation by climate region,,,,
340610,CLIMA,no gas,%,3.B.1.1,Young Cattle,CH4 Emissions,,Cool,,,Western Europe,,,,,,,Option C,Allocation by climate region,,,,
26313,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Composting,Cool,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
26425,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Digesters,Cool,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
26572,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Cool,,,Eastern Europe,,,17.5,Table 10 A.4,18,Table B.3,,Allocation by climate region,,,,
26947,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Other,Cool,,,Eastern Europe,,,2,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
27163,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Pasture  range and paddock,Cool,,,Eastern Europe,,,18,Table 10 A.4,13,Table B.3,,Allocation by climate region,,,,
27526,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Solid storage and dry lot,Cool,,,Eastern Europe,,,60,Table 10 A.4,67,Table B.3,,Allocation by climate region,,,,
26355,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Daily spread,Cool,,,Eastern Europe,,,2.5,Table 10 A.4,1,Table B.3,,Allocation by climate region,,,,
270810,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Other,Temperate,,,Eastern Europe,,,2,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
27115,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Other,Warm,,,Eastern Europe,,,2,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
2745,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Pasture  range and paddock,Temperate,,,Eastern Europe,,,18,Table 10 A.4,13,Table B.3,,Allocation by climate region,,,,
265210,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Digesters,Temperate,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
2684,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Temperate,,,Eastern Europe,,,17.5,Table 10 A.4,18,Table B.3,,Allocation by climate region,,,,
2779,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Solid storage and dry lot,Temperate,,,Eastern Europe,,,60,Table 10 A.4,67,Table B.3,,Allocation by climate region,,,,
261610,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Anaerobic lagoon,Cool,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
262210,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Anaerobic lagoon,Temperate,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
26246,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Anaerobic lagoon,Warm,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
2626,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Burned for fuel or as waste,Cool,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
262810,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Burned for fuel or as waste,Temperate,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
2629,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Burned for fuel or as waste,Warm,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
26336,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Composting,Temperate,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
26342,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Composting,Warm,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
26394,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Daily spread,Temperate,,,Eastern Europe,,,2.5,Table 10 A.4,1,Table B.3,,Allocation by climate region,,,,
2640,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Daily spread,Warm,,,Eastern Europe,,,2.5,Table 10 A.4,1,Table B.3,,Allocation by climate region,,,,
26553,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Digesters,Warm,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,,Allocation by climate region,,,,
26893,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Liquid system,Warm,,,Eastern Europe,,,17.5,Table 10 A.4,18,Table B.3,,Allocation by climate region,,,,
274810,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Pasture  range and paddock,Warm,,,Eastern Europe,,,18,Table 10 A.4,13,Table B.3,,Allocation by climate region,,,,
27835,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,Tier 2,Solid storage and dry lot,Warm,,,Eastern Europe,,,6,Table 10 A.4,67,Table B.3,,Allocation by climate region,,,,
289110,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,CH4 Emissions,,Cool,,,Eastern Europe,,,,,,,,Allocation by climate region,,,,
28989,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,CH4 Emissions,,Temperate,,,Eastern Europe,,,,,,,,Allocation by climate region,,,,
289910,CLIMA,no gas,%,3.B.1.1,Dairy Cattle,CH4 Emissions,,Warm,,,Eastern Europe,,,,,,,,Allocation by climate region,,,,
291210,CLIMA,no gas,%,3.B.1.1,Dairy Cows,CH4 Emissions,,Cool,,,Eastern Europe,,,,,,,Option C,Allocation by climate region,,,,
292610,CLIMA,no gas,%,3.B.1.1,Growing Cattle,Tier 2,Pasture  range and paddock,Cool,,,Eastern Europe,,,20,Table 10A.5,26,Table B.4,Option B,Allocation by climate region,,,,
2933,CLIMA,no gas,%,3.B.1.1,Growing Cattle,Tier 2,Solid storage and dry lot,Cool,,,Eastern Europe,,,44,Table 10A.5,0,Table B.4,Option B,Allocation by climate region,,,,
29162,CLIMA,no gas,%,3.B.1.1,Growing Cattle,Tier 2,Liquid system,Cool,,,Eastern Europe,,,22.5,Table 10A.5,28,Table B.4,Option B,Allocation by climate region,,,,
29213,CLIMA,no gas,%,3.B.1.1,Growing Cattle,Tier 2,Other,Cool,,,Eastern Europe,,,13.5,Table 10A.5,46,Table B.4,Option B,Allocation by climate region,,,,
29142,CLIMA,no gas,%,3.B.1.1,Growing Cattle,Tier 2,Digesters,Cool,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,Option B,Allocation by climate region,,,,
296810,CLIMA,no gas,%,3.B.1.1,Growing Cattle,CH4 Emissions,,Cool,,,Eastern Europe,,,,,,,Option B,Allocation by climate region,,,,
298510,CLIMA,no gas,%,3.B.1.1,Mature Dairy Cattle,Tier 2,Pasture  range and paddock,Cool,,,Eastern Europe,,,18,Table 10 A.4,13,Table B.3,Option B,Allocation by climate region,,,,
29927,CLIMA,no gas,%,3.B.1.1,Mature Dairy Cattle,Tier 2,Solid storage and dry lot,Cool,,,Eastern Europe,,,60,Table 10 A.4,67,Table B.3,Option B,Allocation by climate region,,,,
29744,CLIMA,no gas,%,3.B.1.1,Mature Dairy Cattle,Tier 2,Liquid system,Cool,,,Eastern Europe,,,17.5,Table 10 A.4,18,Table B.3,Option B,Allocation by climate region,,,,
29722,CLIMA,no gas,%,3.B.1.1,Mature Dairy Cattle,Tier 2,Digesters,Cool,,,Eastern Europe,,,0,Table 10 A.4,0,Table B.3,Option B,Allocation by climate region,,,,
302610,CLIMA,no gas,%,3.B.1.1,Mature Dairy Cattle,CH4 Emissions,,Cool,,,Eastern Europe,,,,,,,Option B,Allocation by climate region,,,,
30386,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Composting,Cool,,,Eastern Europe,,,0,Table 10A.5,,,,Allocation by climate region,,,,
305510,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Digesters,Cool,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
3078,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Cool,,,Eastern Europe,,,22.5,Table 10A.5,28,Table B.4,,Allocation by climate region,,,,
30957,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Other,Cool,,,Eastern Europe,,,13.5,Table 10A.5,46,Table B.4,,Allocation by climate region,,,,
313210,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Pasture  range and paddock,Cool,,,Eastern Europe,,,20,Table 10A.5,26,Table B.4,,Allocation by climate region,,,,
316210,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Solid storage and dry lot,Cool,,,Eastern Europe,,,44,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
30423,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Daily spread,Cool,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
31146,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Other,Temperate,,,Eastern Europe,,,13.5,Table 10A.5,46,Table B.4,,Allocation by climate region,,,,
314810,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Pasture  range and paddock,Temperate,,,Eastern Europe,,,20,Table 10A.5,26,Table B.4,,Allocation by climate region,,,,
304610,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Daily spread,Temperate,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
30502,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Daily spread,Warm,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
31554,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Pasture  range and paddock,Warm,,,Eastern Europe,,,20,Table 10A.5,26,Table B.4,,Allocation by climate region,,,,
3185,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Solid storage and dry lot,Temperate,,,Eastern Europe,,,44,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
319310,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Solid storage and dry lot,Warm,,,Eastern Europe,,,44,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
30616,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Digesters,Temperate,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
309110,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Temperate,,,Eastern Europe,,,22.5,Table 10A.5,28,Table B.4,,Allocation by climate region,,,,
3031,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Anaerobic lagoon,Cool,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
30321,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Anaerobic lagoon,Temperate,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
30335,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Anaerobic lagoon,Warm,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
30349,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Burned for fuel or as waste,Cool,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
303510,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Burned for fuel or as waste,Temperate,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
30362,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Burned for fuel or as waste,Warm,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
30403,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Composting,Temperate,,,Eastern Europe,,,0,Table 10A.5,,,,Allocation by climate region,,,,
3041,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Composting,Warm,,,Eastern Europe,,,0,Table 10A.5,,,,Allocation by climate region,,,,
306410,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Digesters,Warm,,,Eastern Europe,,,0,Table 10A.5,0,Table B.4,,Allocation by climate region,,,,
309410,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Liquid system,Warm,,,Eastern Europe,,,22.5,Table 10A.5,28,Table B.4,,Allocation by climate region,,,,
311510,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,Tier 2,Other,Warm,,,Eastern Europe,,,13.5,Table 10A.5,46,Table B.4,,Allocation by climate region,,,,
328410,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,CH4 Emissions,,Cool,,,Eastern Europe,,,,,,,,Allocation by climate region,,,,
3304,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,CH4 Emissions,,Temperate,,,Eastern Europe,,,,,,,,Allocation by climate region,,,,
330910,CLIMA,no gas,%,3.B.1.1,Non-Dairy Cattle,CH4 Emissions,,Warm,,,Eastern Europe,,,,,,,,Allocation by climate region,,,,
332510,CLIMA,no gas,%,3.B.1.1,Other Cattle.Dairy cattle,CH4 Emissions,,Cool,,,Eastern Europe,,,,,,,Option C,Allocation by climate region,,,,
3326,CLIMA,no gas,%,3.B.1.1,Other Cattle.Dairy cattle,CH4 Emissions,,Temperate,,,Eastern Europe,,,,,,,Option C,Allocation by climate region,,,,
33272,CLIMA,no gas,%,3.B.1.1,Other Cattle.Dairy cattle,CH4 Emissions,,Warm,,,Eastern Europe,,,,,,,Option C,Allocation by climate region,,,,
333910,CLIMA,no gas,%,3.B.1.1,Other Cattle.Non-dairy cattle,CH4 Emissions,,Cool,,,Eastern Europe,,,,,,,Option C,Allocation by climate region,,,,
334010,CLIMA,no gas,%,3.B.1.1,Other Cattle.Non-dairy cattle,CH4 Emissions,,Temperate,,,Eastern Europe,,,,,,,Option C,Allocation by climate region,,,,
334110,CLIMA,no gas,%,3.B.1.1,Other Cattle.Non-dairy cattle,CH4 Emissions,,Warm,,,Eastern Europe,,,,,,,Option C,Allocation by climate region,,,,
334710,CLIMA,no gas,%,3.B.1.1,Other cows,CH4 Emissions,,Cool,,,Eastern Europe,,,,,,,Option C,Allocation by climate region,,,,
335010,CLIMA,no gas,%,3.B.1.1,Other Mature Cattle,Tier 2,Pasture  range and paddock,Cool,,,Eastern Europe,,,20,Table 10A.5,26,Table B.4,Option B,Allocation by climate region,,,,
335610,CLIMA,no gas,%,3.B.1.1,Other Mature Cattle,Tier 2,Solid storage and dry lot,Cool,,,Eastern Europe,,,44,Table 10A.5,0,Table B.4,Option B,Allocation by climate region,,,,
334810,CLIMA,no gas,%,3.B.1.1,Other Mature Cattle,Tier 2,Liquid system,Cool,,,Eastern Europe,,,22.5,Table 10A.5,28,Table B.4,Option B,Allocation by climate region,,,,
339110,CLIMA,no gas,%,3.B.1.1,Other Mature Cattle,CH4 Emissions,,Cool,,,Eastern Europe,,,,,,,Option B,Allocation by climate region,,,,
340010,CLIMA,no gas,%,3.B.1.1,Suckler Cows,CH4 Emissions,,Cool,,,Eastern Europe,,,,,,,Option C,Allocation by climate region,,,,
340610,CLIMA,no gas,%,3.B.1.1,Young Cattle,CH4 Emissions,,Cool,,,Eastern Europe,,,,,,,Option C,Allocation by climate region,,,,
349310,CLIMA,no gas,%,3.B.1.2,All Sheep,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,25F12ACE-D45C-4146-8936-A0E01333DEC2,,,
349410,CLIMA,no gas,%,3.B.1.2,All Sheep,CH4 Emissions,,Temperate,,,,,,,,,,,Allocation by climate region,757F6EEB-52E1-411F-B1AB-D0015DC151C1,,,
349510,CLIMA,no gas,%,3.B.1.2,All Sheep,CH4 Emissions,,Warm,,,,,,,,,,,Allocation by climate region,D8898D4E-13DA-47D5-9222-AED11C876F60,,,
350110,CLIMA,no gas,%,3.B.1.2,Animals for replacement,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,0703FC59-FC6E-4721-BFAB-6D165789637D,,,
350710,CLIMA,no gas,%,3.B.1.2,Ewes lowland,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,E28B6E28-AD10-4AD3-BA35-AF9943CE40F2,,,
351310,CLIMA,no gas,%,3.B.1.2,Ewes upland,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,0C033699-25ED-4E7E-8F3D-A16D6C8A0877,,,
351810,CLIMA,no gas,%,3.B.1.2,Growing Lambs,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,A691A0A4-52B1-4BC8-A0FF-0E71671F590A,,,
352410,CLIMA,no gas,%,3.B.1.2,Lambs,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,C4FBE005-90AE-4E79-81F2-1F296BBE4191,,,
353010,CLIMA,no gas,%,3.B.1.2,Lambs Lowland,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,2047CD3B-B1AE-406B-BDC5-0F54F5256919,,,
3536,CLIMA,no gas,%,3.B.1.2,Lambs Upland,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,64A5D3B9-B9F4-4152-BF64-B3CE68B5C5A2,,,
3546,CLIMA,no gas,%,3.B.1.2,Mature Ewes,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,FD05CD83-59BB-448F-9D9B-A483F18217E8,,,
355710,CLIMA,no gas,%,3.B.1.2,Other mature Sheep,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,6ADBE217-E12D-4FD5-AC05-F2F497BB09D2,,,
3564,CLIMA,no gas,%,3.B.1.2,Rams lowland,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,ECF08CDC-7537-40CE-AD68-48D697DB23BB,,,
357010,CLIMA,no gas,%,3.B.1.2,Rams Upland,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,A35D996F-382A-44A2-9222-EE3D7D3C3751,,,
383010,CLIMA,no gas,%,3.B.1.2,Sheep,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,B895BF39-E260-456A-AAA6-D3B1CC0299E4,,,
383810,CLIMA,no gas,%,3.B.1.2,Sheep,CH4 Emissions,,Temperate,,,,,,,,,,,Allocation by climate region,3F6EA74B-BF6E-4097-AD33-D6AB6E6F6AE0,,,
384210,CLIMA,no gas,%,3.B.1.2,Sheep,CH4 Emissions,,Warm,,,,,,,,,,,Allocation by climate region,B52CCB90-EFA2-4D47-9B9B-6FF030383DDD,,,
3848,CLIMA,no gas,%,3.B.1.2,Sheep over 1yr Lowland,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,C2CEBBB8-E0DA-4B9F-BFC5-826256EC5D27,,,
385410,CLIMA,no gas,%,3.B.1.2,Sheep over 1yr Upland,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,5E4834AE-58E0-4E2A-8EF5-7813E01086BE,,,
385810,CLIMA,no gas,%,3.B.1.2,Sheep unspecified,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,A8C4C011-0A6C-4F26-84AE-D6EB90CF14EC,,,
386410,CLIMA,no gas,%,3.B.1.3,Boars,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,A6411304-15E9-46AC-808B-57C46836F7E3,,,
387010,CLIMA,no gas,%,3.B.1.3,Breeding Pigs,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,EA4A6B01-772D-49A0-BA81-E29A04F8F8A4,,,
387910,CLIMA,no gas,%,3.B.1.3,Breeding swine,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,4B53F9FE-92CB-4BCC-A11F-8B3C4B4166E5,,,
388110,CLIMA,no gas,%,3.B.1.3,Breeding swine,CH4 Emissions,,Temperate,,,,,,,,,,,Allocation by climate region,FE13A2FD-1201-4468-A448-8A78AF9148A1,,,
3882,CLIMA,no gas,%,3.B.1.3,Breeding swine,CH4 Emissions,,Warm,,,,,,,,,,,Allocation by climate region,BE3B6537-DAF7-426D-A51C-BAC01F93ACFB,,,
388810,CLIMA,no gas,%,3.B.1.3,Fattening Pigs,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,AB5550B3-B49F-4F24-BBC1-F806986FE678,,,
389410,CLIMA,no gas,%,3.B.1.3,Gilts in Pig,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,B994C79B-990B-4FB9-A774-9EFD0C0B30F9,,,
390010,CLIMA,no gas,%,3.B.1.3,Gilts not yet Served,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,2778DD88-0B63-4A51-A1A1-2D425188F112,,,
391010,CLIMA,no gas,%,3.B.1.3,Market swine,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,301C5201-A8AE-44C0-8C78-1A69052EF3C8,,,
391110,CLIMA,no gas,%,3.B.1.3,Market swine,CH4 Emissions,,Temperate,,,,,,,,,,,Allocation by climate region,9A9254D4-43A6-4F9D-84DF-B5EDF628BB39,,,
391210,CLIMA,no gas,%,3.B.1.3,Market swine,CH4 Emissions,,Warm,,,,,,,,,,,Allocation by climate region,8F860CD4-93E5-45BB-982D-2D6F61CCFF10,,,
391810,CLIMA,no gas,%,3.B.1.3,Other Sows for Breeding,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,99CEC6BA-3B9C-4838-9537-12A1F8176F65,,,
392210,CLIMA,no gas,%,3.B.1.3,Piglets,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,297619B7-E9D4-4E00-A811-0C90AA18B5A7,,,
392810,CLIMA,no gas,%,3.B.1.3,Pigs over 20 kg,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,7B48030B-7797-44E2-9EB0-25F3565EE1E7,,,
3934,CLIMA,no gas,%,3.B.1.3,Pigs under 20 kg,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,B2CC6617-CB16-4819-B8F3-CAC43AD6FF60,,,
3938,CLIMA,no gas,%,3.B.1.3,Sows,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,E8E1C65A-68A1-40BD-A816-B43411CD401F,,,
3944,CLIMA,no gas,%,3.B.1.3,Sows in Pig,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,518A086F-7239-47BC-95A8-FD73ACCAF180,,,
420110,CLIMA,no gas,%,3.B.1.3,Swine,CH4 Emissions,,Cool,,,,,,,,,,,Allocation by climate region,5E0B98DC-2CD2-4747-A085-651026586D8F,,,
388111,CLIMA,no gas,%,3.B.1.3,Swine,CH4 Emissions,,Temperate,,,,,,,,,,,Allocation by climate region,2339BE1A-6A7B-4B19-A5B4-C49AAABD8632,,,
388211,CLIMA,no gas,%,3.B.1.3,Swine,CH4 Emissions,,Warm,,,,,,,,,,,Allocation by climate region,1FDE39FD-889B-4F2B-8786-133F4633E3B2,,,
